wohnflaeche_qm,qualitaet,baujahr,preis_usd
118.9,6,1917,230000
300.1,10,2000,1385000
170.0,7,1953,210000
131.9,7,1974,293000
146.8,6,1900,465000
182.1,7,1984,449000
155.1,7,1965,325000
155.1,7,1958,180000
275.0,8,1968,650000
224.8,7,1946,665000
131.9,7,1966,324450
201.6,7,1975,588000
121.7,6,1945,200000
170.0,7,1962,383000
126.3,7,1986,499950
319.6,9,1976,549000
186.7,7,1990,465000
227.6,10,1990,450000
281.5,9,1991,799900
230.4,7,1973,495000
400.4,10,1988,1200000
197.0,8,1983,637000
205.3,8,1901,589000
130.1,7,1976,305000
256.4,7,1910,600000
236.9,9,1992,587000
206.2,9,2000,1425000
122.6,6,1914,250000
226.7,8,1982,515000
351.2,10,1999,833000
438.5,10,1998,860000
219.3,8,1949,550000
82.7,6,1919,180000
164.4,7,1968,507000
159.8,7,1994,427000
231.3,8,1999,616950
175.6,7,1969,372000
94.8,7,1930,290000
224.8,8,1997,329990
148.6,7,1948,393500
313.1,10,1982,1550000
159.8,8,1973,240000
101.3,6,1973,285000
101.3,8,1987,382500
334.5,9,1951,1925000
256.4,8,1956,800000
257.3,8,1967,550000
234.1,7,1954,387846
182.1,7,1980,367500
163.5,8,1902,780500
101.3,7,1950,680000
182.1,7,1968,434400
113.3,6,1947,370000
160.7,8,1971,465000
170.0,8,1979,323000
148.6,7,2009,270000
189.5,10,1980,1320000
251.8,9,2003,560000
105.9,6,1907,450000
86.4,6,1924,290000
93.8,8,1980,354000
221.1,7,1909,705000
172.8,7,1977,445000
133.8,7,1968,229900
276.9,8,2001,610000
248.1,9,2000,535000
199.7,7,1960,437400
293.6,10,1978,540000
175.6,7,1949,570000
261.1,8,2004,533000
249.9,7,2004,555000
114.3,7,1984,239950
88.3,7,1977,350000
111.5,6,1943,245000
155.1,7,1947,456000
198.8,7,1977,465000
133.8,8,2008,445000
283.4,8,1966,517850
238.8,8,1996,329000
170.9,7,1997,512500
116.1,7,1947,365000
131.0,7,1948,450500
144.9,7,1952,915000
89.2,6,1960,205000
173.7,8,1992,314000
83.6,7,1946,496000
190.5,7,1957,329950
223.0,6,1913,375000
171.9,8,1989,623000
113.3,6,1980,310000
291.7,9,1984,532500
223.9,9,1929,960000
290.8,9,1994,598000
213.7,9,1998,683000
263.8,7,1962,425000
167.2,7,1926,533000
110.6,7,1953,375000
158.9,7,1988,250500
176.5,7,1922,257000
81.8,6,1945,218000
191.4,7,1929,460000
126.3,6,1941,255544
156.1,8,2008,560000
276.9,8,2011,480000
197.9,8,1968,1300000
246.2,9,1989,580000
157.9,8,1998,475000
249.0,9,1956,1309500
235.0,8,1980,700000
234.1,10,1988,590000
151.4,8,1990,264500
67.8,6,1918,465000
84.5,7,1971,290000
419.0,12,1998,1815000
103.1,7,1957,416000
134.7,7,1962,360000
270.3,8,1977,585083
241.5,7,1936,840000
67.8,5,1943,81000
226.7,8,1950,1285000
212.7,7,1963,326000
66.9,6,1925,447000
87.3,7,1958,185000
143.1,8,1982,439950
105.9,6,1967,234000
195.1,7,1964,485000
248.1,8,1941,750000
255.5,8,1901,865000
238.8,8,1979,287500
154.2,7,1976,375000
157.9,7,1969,565000
142.1,7,2010,260000
117.1,6,1943,190000
256.4,7,1964,399950
170.0,7,1990,275000
200.7,7,1987,528000
164.4,5,1948,315000
205.3,8,1968,614306
423.6,12,1990,1490000
196.0,9,2004,590000
105.0,6,1908,261500
182.1,8,2001,300000
207.2,8,1928,439000
218.3,7,1961,277554
124.5,6,1931,215000
200.7,9,1956,1200000
157.9,7,1950,420000
153.3,7,2003,485000
143.1,6,1954,202500
364.2,9,2007,710000
301.9,8,2009,535000
126.3,7,1966,260000
137.5,7,1992,254000
219.3,8,2001,600000
167.2,7,2001,285000
236.0,10,1998,800000
111.5,6,1943,165000
66.0,6,1943,216500
245.3,8,2011,387990
279.6,8,2006,500000
257.3,7,2001,650000
214.6,8,2008,646000
191.4,8,1992,323400
174.7,7,2007,300000
211.8,7,1947,712500
128.2,7,1900,550000
109.6,7,1969,400000
153.3,7,1977,255000
188.6,7,1963,660000
196.0,8,1941,925000
197.9,7,1965,534000
157.0,7,1969,215000
233.2,10,1968,1950000
327.9,10,2001,1400000
136.6,7,1990,212000
170.9,8,1966,265000
172.8,6,1918,400000
180.2,8,1992,311500
410.6,11,2003,2328000
74.3,6,1944,225000
343.7,11,1988,1250000
130.1,7,1948,380000
209.0,8,1991,600000
207.2,9,1987,600000
181.2,7,2001,315000
236.9,9,1905,847000
255.5,10,1998,730000
212.7,8,1955,1058000
218.3,9,1977,1620000
159.8,6,1948,664000
261.1,9,2007,454450
87.3,7,1955,341000
110.6,7,1946,276693
129.1,7,1969,185000
154.2,7,1981,160000
178.4,8,1998,270000
135.6,7,1958,300000
127.3,7,1957,264950
97.5,6,1943,209950
312.2,9,2006,850000
293.6,9,1983,645000
230.4,9,1973,855000
252.7,10,1994,632500
192.3,8,1987,289950
201.6,8,1952,850000
302.9,9,2013,565000
209.0,8,1999,792000
181.2,7,1987,260000
206.2,7,1991,585000
123.6,7,1981,295500
110.6,7,1946,329000
257.3,8,1976,750000
214.6,9,1997,495000
146.8,8,1947,672500
260.1,10,1932,1307000
139.4,7,1994,405000
198.8,7,1947,620000
216.5,8,1973,615000
355.8,9,1962,887000
419.0,8,1941,1057000
200.7,8,1974,753000
294.5,10,1975,1600000
515.6,12,2000,3710000
141.2,7,1954,365000
316.8,10,1982,870000
170.0,7,2003,321000
144.0,7,2000,280000
141.2,7,2004,288000
115.2,7,1939,248500
221.1,7,1999,330000
252.7,9,1988,740000
205.3,8,1998,445000
97.5,6,1959,198500
180.2,7,1994,280000
131.9,7,1981,336500
157.0,7,1989,267000
107.8,7,1968,315000
189.5,8,1988,545000
170.9,8,1989,274950
133.8,7,1948,500000
129.1,7,1954,299000
136.6,8,2005,420000
165.0,8,2006,620000
152.4,7,1967,575950
265.7,9,2000,666500
161.7,7,1962,180000
129.1,7,1962,261350
253.6,9,1948,1030000
133.3,8,1969,390000
152.4,7,1954,253500
244.3,8,1986,625000
146.8,7,1959,255000
161.7,8,2009,257000
176.5,7,1954,869000
290.8,10,1990,745000
325.2,10,1999,1350000
197.9,7,1956,350000
88.3,8,2003,475000
159.8,8,1987,540000
77.1,7,1996,175000
61.3,4,1912,100000
240.6,8,1907,890000
148.6,7,2000,280000
407.8,10,2003,1050000
330.7,10,1988,486000
265.7,8,1958,670000
152.4,8,1987,480000
139.4,6,1947,440000
370.7,9,1922,1500000
242.5,10,1988,743700
136.6,7,1988,449950
65.0,7,1945,367000
367.9,11,2001,1185000
83.6,6,1959,201000
186.7,7,1922,575000
180.2,7,1979,295000
140.3,6,1946,190000
187.7,8,1952,742500
411.6,9,2001,875000
372.5,11,1990,1387000
285.2,8,1970,600000
135.6,7,1956,207000
302.9,9,2003,650000
77.1,6,1922,275000
222.0,9,1924,1200000
105.0,6,1944,262500
104.1,7,1946,399000
131.0,7,1966,139000
162.6,7,1991,575000
96.6,7,1926,580000
151.4,7,2004,468000
128.2,7,1963,230000
341.9,10,1990,675000
116.1,7,1970,318000
247.1,8,1996,332100
57.6,6,1963,175000
241.5,8,1979,817000
199.7,8,1953,1200000
136.6,7,1916,525000
128.2,6,1915,189000
156.1,9,2014,629950
92.9,7,1950,641500
151.4,7,1983,490000
166.3,7,1976,415000
82.7,6,1951,250000
119.8,7,1952,781000
224.8,7,1973,400000
341.9,10,2008,935000
280.6,9,1979,575000
393.9,10,2006,1660000
290.8,8,1973,302300
83.6,7,1940,355000
267.6,9,1958,1538000
222.0,8,1964,926250
134.7,7,1955,300000
99.4,7,1978,361500
161.7,8,1963,616000
112.4,8,2014,395000
195.1,7,1954,245000
98.5,6,1962,206000
304.7,9,1972,706000
154.2,7,1937,578000
285.2,8,2005,341950
106.8,7,1922,305000
158.9,7,1909,575000
109.6,6,1959,330000
197.9,7,1972,445000
97.5,7,1951,333000
234.1,8,2005,598500
65.0,6,1943,225000
245.3,8,1998,570000
216.5,7,1956,630000
262.9,8,1977,779000
345.6,10,2004,760000
175.6,7,1960,322968
270.3,8,1998,595000
120.8,7,1941,321000
257.3,8,1985,653000
234.1,8,1960,750000
124.5,7,1910,530000
98.5,7,2008,352750
230.4,8,1992,424950
206.2,7,1973,427000
299.1,9,2000,558000
148.6,7,1954,438200
59.5,6,1918,340000
335.4,11,1994,830005
317.7,10,2008,548000
170.9,7,1952,411715
259.2,9,1999,865000
544.4,10,2013,1750000
320.5,10,1983,688000
218.3,8,2003,399950
116.1,6,1903,555000
185.8,7,1916,677000
210.0,8,1985,539000
140.3,6,1939,410000
167.2,9,1979,472000
224.8,9,1957,755000
162.6,7,1966,269900
247.1,8,1977,667400
245.3,10,1995,1220000
135.6,8,2007,544000
145.9,8,1924,800000
93.8,7,1975,315000
111.5,6,1944,227000
375.3,10,2000,765000
169.1,8,2006,625000
539.8,10,2004,1875000
279.6,9,1979,822600
177.4,8,1970,515000
152.4,7,1982,377000
137.5,8,1954,600000
234.1,8,1965,525300
263.8,9,1974,760000
78.0,5,1907,202000
160.7,8,1997,470000
291.7,10,1991,810000
137.5,7,1967,175000
178.4,7,1952,440000
71.5,6,1951,197000
93.8,6,1943,254000
135.6,7,2002,405000
87.3,7,1949,416000
263.8,9,2014,779950
177.4,7,1980,200000
225.8,9,1992,658100
149.6,7,1996,397000
258.3,10,1999,815000
107.8,7,1949,345000
171.9,7,1989,305500
197.0,8,1997,340000
243.4,7,1979,330000
191.4,7,2004,269000
98.5,7,1966,349950
139.4,7,1953,431000
221.1,7,1946,735000
282.9,8,1999,414000
157.9,8,1992,619500
115.2,7,1957,675000
131.0,7,1971,380500
81.8,6,1945,253000
68.7,5,1949,157500
188.6,8,1976,627000
194.2,7,2001,469500
85.5,7,1939,319950
109.6,7,1968,249500
117.1,7,1907,485000
342.8,9,1967,1125000
157.9,7,1978,314500
71.5,6,1948,220000
187.7,7,1958,444950
188.6,8,1985,598000
249.9,9,2002,699850
162.6,7,1991,595000
303.8,9,1993,735000
216.5,8,1978,542500
159.8,7,1978,450000
224.8,7,1959,298500
66.0,7,1943,403950
66.0,6,1942,271000
140.3,7,1923,335000
149.6,7,1979,305000
174.7,8,2007,630000
113.3,7,1921,253000
191.4,7,1957,395000
124.5,7,1981,265000
95.7,6,1959,225000
252.4,8,2005,338500
126.3,7,1975,300000
117.1,6,1945,255000
208.1,7,1992,337000
193.2,8,1988,324900
256.4,8,1967,821000
278.7,8,1975,500000
307.5,8,2010,885000
151.4,7,1968,360000
83.6,7,1972,304000
81.8,6,1918,376000
150.5,7,1956,425000
149.6,8,1973,1180500
160.7,7,2005,187000
152.4,7,1916,710000
170.9,8,1974,585000
436.6,11,2002,1400000
418.1,12,1990,1980000
165.4,8,1979,250000
353.0,10,1986,950000
276.9,10,1992,725000
258.3,8,1978,505000
52.0,4,1947,90000
191.4,7,1968,400000
105.9,8,1954,407000
175.6,7,1919,651000
194.2,7,1978,485000
321.4,8,1932,460000
122.6,7,1942,369000
115.2,6,1943,355000
75.3,7,1980,155000
174.7,8,1924,1000000
249.0,9,1988,419625
189.5,7,1954,435000
202.5,7,1977,379000
173.7,7,2009,293000
214.6,8,1989,592100
104.1,7,1944,362000
124.5,7,1959,227000
117.1,7,1970,335500
111.5,7,1977,213000
223.0,7,2004,338000
87.3,7,1954,163500
79.9,7,1949,199988
222.0,10,1948,1185000
290.8,7,2005,320000
329.8,8,1948,450000
136.6,6,2005,249900
84.5,6,1957,223000
244.3,7,1963,631000
165.4,7,1963,350000
132.9,7,1925,279000
253.6,7,1962,310000
83.6,6,1954,185000
161.7,8,1977,445000
269.9,9,2003,365000
207.2,7,1959,333500
156.1,8,1960,385000
115.2,7,1954,345000
300.1,10,1998,1260000
237.8,7,1965,440000
241.5,7,2002,444500
111.5,6,1972,340000
154.2,7,1915,680000
105.9,7,1982,420000
283.4,9,1988,438500
74.3,6,1942,109500
157.9,7,1964,461000
244.3,9,1963,968000
182.1,7,1950,355000
109.6,7,1962,249000
182.1,7,1969,256500
394.8,11,1984,1810000
181.2,8,1966,269000
334.5,9,1947,1350000
191.4,9,1975,885000
152.4,7,1971,455000
253.6,8,1909,980000
142.1,6,1942,412500
284.3,9,2007,740000
265.7,10,1933,1298000
95.7,8,2008,326000
228.5,8,1998,568500
232.3,9,2013,620000
170.0,7,1947,283000
262.0,8,1917,875000
348.4,8,1924,1310000
192.3,7,2003,289950
165.4,7,1974,252500
204.4,8,1959,376000
301.0,9,1977,635700
267.6,10,1996,710000
145.9,7,1947,440000
295.4,8,2006,439000
121.7,6,1970,455000
84.5,7,1981,225000
135.6,7,1959,250000
316.8,9,1992,585000
252.7,7,1925,685000
211.8,8,1959,420000
62.2,6,1960,245000
137.5,7,1957,275000
216.5,7,1986,270000
201.6,8,1997,767250
163.5,7,1943,229000
115.2,8,1928,400000
484.0,10,1911,2195000
260.1,8,1963,665000
191.4,7,1988,500000
219.3,7,1968,355500
220.2,9,1998,369000
66.9,5,1951,338500
88.3,7,1949,256000
183.9,8,1994,470000
236.0,9,1940,675000
256.4,8,1997,369950
274.1,9,2005,615000
338.2,10,1996,1200690
199.7,8,1921,950000
256.4,8,1993,799500
78.0,6,1952,187000
268.5,9,1977,598000
191.4,8,1967,429950
157.9,7,1962,347950
330.7,10,1987,851000
112.4,6,1957,205000
147.7,7,1979,225000
243.4,8,1979,705000
296.4,8,2003,535000
134.7,7,1990,222500
118.0,8,2006,313500
253.6,9,1992,632000
170.9,7,2012,467000
183.0,8,1978,339000
297.3,9,2004,712000
98.5,7,1967,335000
161.7,8,2007,470000
75.3,7,1968,367000
228.5,7,2007,440500
195.1,7,1968,305000
142.1,7,1948,635000
155.1,8,1903,1020000
109.2,8,2005,342000
197.9,8,1978,283000
229.5,8,1978,430000
157.9,7,2000,245000
241.5,8,2004,355500
135.6,7,1934,395000
186.7,8,1988,324900
122.6,7,1918,660000
292.6,10,1990,570000
182.1,8,1984,552321
190.5,8,1950,1100000
167.2,7,1950,237000
112.4,7,1922,402000
170.0,8,1963,470000
174.7,7,1927,395900
79.9,7,1948,442000
268.5,10,1997,795000
129.1,7,1980,190500
310.3,9,1996,808000
189.5,8,1998,500000
279.6,11,1996,775000
196.0,7,1962,300000
196.0,7,1962,496000
233.2,9,2006,448000
257.3,8,1969,645000
104.1,7,1925,464600
142.1,8,1901,590000
167.2,7,2004,399000
95.7,7,1925,305000
112.4,7,1976,478000
101.3,6,1958,598800
166.3,7,1973,430000
144.0,7,1963,433000
223.0,8,1961,420000
229.5,8,1937,585000
108.7,7,1969,255000
104.1,6,1961,305000
96.6,6,1944,396000
228.5,9,1989,347500
342.8,11,1987,900000
182.1,7,1982,425000
178.4,8,1995,429000
155.1,8,2002,540000
124.5,7,1974,324950
242.5,7,1926,1049000
143.1,7,1966,221000
152.4,8,1948,405000
195.1,8,1953,1150000
179.3,8,1972,588000
132.9,7,1994,234950
225.8,7,1928,580000
228.5,9,1991,637000
231.3,8,1953,704000
81.8,6,1938,210000
196.0,8,2000,772000
171.9,8,1941,763000
191.4,7,1930,213500
126.3,6,1924,255000
185.8,8,1978,423500
168.2,8,1954,520000
207.2,8,1977,550000
169.1,9,1997,795000
254.6,8,2003,495000
251.8,9,1997,455000
84.5,5,1947,85000
183.9,6,1924,239000
96.6,6,1959,184900
261.1,8,1979,386000
185.8,8,1999,415000
142.1,7,1962,387000
474.7,11,1906,2140000
291.1,9,1965,685000
187.7,7,1941,340000
69.7,6,1926,422000
183.9,8,1994,442000
111.5,6,1943,280000
332.6,9,2000,1150000
186.7,7,1990,279000
160.7,7,1924,569000
553.7,10,1984,1355000
79.9,7,1960,209950
127.3,7,1939,468000
126.3,7,1963,237100
235.0,8,1993,336000
156.1,7,1900,500000
146.8,7,1995,290000
361.4,9,1968,1185000
148.6,7,1927,365000
111.5,6,1975,146300
163.5,8,1977,554000
155.1,7,1972,424000
431.1,10,2007,1348000
167.2,7,1950,508500
112.4,7,1985,244500
118.9,7,2005,206000
153.3,8,1945,643500
147.7,7,1922,372500
176.5,8,1957,630000
139.4,8,2005,418000
249.8,9,2006,425000
301.9,9,2007,800000
89.2,7,1951,208000
153.3,7,1977,476000
157.0,8,2003,277500
259.2,8,1970,478000
214.6,8,1979,890000
166.3,8,2000,450000
114.3,6,1965,205000
150.5,8,1929,665000
226.7,8,1966,518000
195.1,8,1979,465000
282.4,7,2003,330000
231.3,7,2007,449400
249.9,9,2007,829000
203.5,8,1964,450000
138.4,7,1959,310000
235.0,9,1985,615000
191.4,8,1947,605000
183.0,9,1977,437500
130.1,7,1925,545000
341.9,10,1985,770000
278.7,8,1975,600000
133.8,7,1910,560000
718.1,12,2004,1920000
108.7,7,1924,457000
164.4,6,1949,585000
172.8,8,1985,560000
71.5,5,1917,345000
354.9,8,1955,550000
296.4,10,2006,589950
122.6,7,1970,327000
160.7,7,1947,800000
93.8,6,1966,150000
105.9,8,2007,425000
79.9,7,1973,350000
143.1,6,1978,273000
200.7,8,1961,750000
134.7,7,1963,240000
170.0,8,1978,400000
151.4,7,1980,230000
232.3,8,1990,372000
136.6,7,1984,459500
221.1,8,1995,582000
201.6,7,1969,465000
197.0,9,1991,386000
142.1,8,1998,546000
251.8,7,1965,278000
265.7,8,2004,540000
260.1,7,1934,529000
104.1,7,1946,554000
160.7,7,1963,210000
93.8,6,1926,225000
218.3,9,1990,561600
265.7,7,1978,300000
398.1,10,1946,1650000
377.2,10,2002,1017100
121.7,7,1962,150000
215.5,7,1948,400950
205.3,9,1985,620000
194.2,8,1941,449000
208.1,7,1926,630000
109.6,6,1949,336000
144.9,7,1965,299950
183.0,8,1962,352500
78.0,6,1925,150000
78.0,6,1925,175000
170.0,8,1989,305000
415.7,12,1999,2574000
167.2,7,1941,607500
116.1,7,1920,505000
226.7,7,1962,280500
270.3,10,1993,610000
284.3,8,2003,381000
207.2,8,1978,482000
118.0,7,1977,379950
399.5,11,1985,2500000
146.8,7,1992,425000
238.8,8,1980,580000
79.9,7,1952,605000
76.2,8,2007,194000
194.2,8,1987,546200
330.7,10,2014,1395000
172.8,7,1961,315000
83.6,6,1941,465000
107.8,6,1963,330000
288.0,10,1998,795000
213.7,7,1977,265000
288.9,11,1990,1300000
105.0,6,1942,126500
271.3,9,2004,760000
114.3,9,2009,540000
203.5,7,1978,446000
79.0,6,1903,170000
139.4,7,1972,379000
429.2,11,1915,1400000
292.6,9,2004,800000
120.8,7,1962,260000
293.6,7,1960,820000
192.3,7,1999,449950
166.3,7,1974,392000
153.3,8,1999,465000
192.3,7,1977,449950
146.8,7,1923,520000
201.6,8,1975,546800
206.2,7,1953,825000
133.8,7,1985,337000
66.9,6,1942,333000
104.1,8,2004,380000
183.0,8,1992,280000
131.9,6,1990,202000
209.0,8,2001,585000
244.3,8,1956,435000
440.4,11,2003,1200000
118.9,7,1992,364000
117.1,6,1946,300000
179.3,8,2006,558000
97.4,7,1942,199950
152.4,8,1962,515000
221.1,8,2004,590000
235.0,8,1964,813500
250.8,8,1992,725000
216.5,8,1971,490000
200.7,7,1994,277000
136.6,7,1976,325000
211.8,8,1995,649800
118.9,7,1903,425000
79.0,7,1975,460000
428.3,9,1984,750000
249.9,8,1960,469000
226.7,8,1954,566000
179.3,8,1996,407500
74.3,6,1942,353500
225.8,8,1974,524000
184.9,7,1994,264950
236.9,9,1990,547500
127.3,7,1993,264500
187.7,7,1963,507500
144.9,8,2006,560000
521.2,11,1996,995000
330.7,9,1900,835000
197.0,8,1949,440000
271.3,8,1955,1015000
124.5,7,1947,300000
114.3,6,1916,125000
263.8,10,1910,986000
193.2,7,1950,315000
192.3,7,1996,320000
372.5,11,2003,972000
203.5,7,1957,760000
160.7,6,1920,265000
116.1,7,1948,355000
120.8,6,1927,300000
193.2,7,1975,474950
202.5,7,1977,470000
151.4,7,1969,437500
170.9,8,1928,520000
127.3,6,1950,237600
88.3,8,1972,162950
157.0,8,1903,457000
165.4,8,1980,635000
263.8,8,1931,735000
185.8,9,1992,910000
145.9,8,2006,346500
220.2,9,1984,655000
149.6,7,1977,425000
120.8,6,1959,137000
243.4,9,1988,557500
284.3,8,1992,415000
258.3,9,1978,830000
396.7,11,1991,949000
121.7,7,1986,420000
102.2,7,1951,353000
137.5,8,1980,560000
118.0,8,2001,445700
118.0,7,1918,226000
82.7,7,1960,358000
137.5,7,1954,501000
301.0,9,1972,609000
397.6,10,2002,734950
298.2,8,1968,725000
173.7,7,1975,350500
370.7,8,1962,610000
107.8,7,1940,605125
273.1,9,1970,1388000
171.9,8,1981,550000
98.5,7,2003,335000
102.2,7,1969,397000
110.6,7,1994,240000
95.7,7,1970,240000
105.9,7,1949,262500
210.0,7,1940,440000
105.9,6,1910,160000
172.8,7,1901,427000
379.0,9,2005,920000
304.7,10,1911,2300000
266.6,9,1977,480000
213.7,9,1977,615000
207.2,7,1915,736500
178.4,8,2004,542500
65.0,6,1952,191000
254.6,8,1991,730000
319.6,9,1901,1225000
60.4,5,1967,129000
139.4,7,1957,284000
231.3,9,2003,645000
123.6,7,1968,218000
296.4,8,1999,675000
147.7,7,1984,575000
77.1,6,1950,225000
168.2,8,1989,626000
270.3,9,2001,499950
202.5,7,1956,405000
101.3,6,1969,152500
200.7,8,1994,325000
196.0,7,1924,475300
202.5,7,1967,485000
195.1,7,1919,720000
131.0,7,1924,465000
94.8,7,1930,489000
472.9,12,2006,3100000
194.2,7,1977,288000
125.4,7,1968,225000
246.2,8,1952,499000
327.0,8,1985,632000
189.5,8,1992,580000
217.4,8,1912,730000
164.4,7,1998,325000
102.2,7,1964,421000
138.4,8,1998,316000
135.6,6,1914,415000
125.4,7,2003,401000
95.7,5,1944,229950
169.1,8,1966,539950
108.7,6,1919,335000
134.7,7,2004,339000
204.4,7,1918,414950
149.6,8,1966,650000
249.9,8,1994,445000
171.9,9,1974,295000
209.0,9,1912,975000
146.8,7,1961,296500
188.6,8,1979,440000
175.6,7,1962,420000
198.8,8,1994,302000
164.4,8,1986,350000
308.4,8,1933,667000
152.4,7,1941,645000
169.1,7,1988,430000
131.0,7,1925,413000
115.2,7,1968,420000
165.4,7,1979,495000
393.9,10,2004,2187730
331.7,10,1990,965000
176.5,8,2008,500000
93.8,7,1919,636100
266.6,9,1986,720000
150.5,8,1962,298000
137.5,6,1925,409000
246.2,9,2005,370000
131.0,7,1967,230000
126.3,7,1952,290000
272.2,8,1977,420000
325.2,10,1995,917000
293.6,10,2005,957000
158.9,7,1989,482000
202.5,9,1990,488000
266.6,9,2014,760369
139.4,8,1950,170000
197.0,8,1976,625000
147.7,7,1976,357000
170.0,8,1989,583000
112.4,7,1954,173250
147.7,7,1956,414050
97.5,6,1928,400000
144.0,8,1982,537000
192.3,7,1977,465000
161.7,8,1969,425000
157.9,6,1940,445000
111.5,6,1958,179950
158.9,7,1996,275000
170.9,7,1994,190000
176.5,7,1982,385000
213.7,6,1928,303000
90.1,6,1967,165000
118.0,6,1944,600000
290.8,8,1978,710000
393.0,10,1990,875000
137.5,7,1996,269950
307.5,9,2001,838000
147.7,7,1951,670500
157.0,7,1960,420000
157.0,7,1952,370000
139.4,7,1957,360000
215.5,8,1991,562500
306.6,8,1961,360500
134.2,7,2003,389999
175.6,7,1967,450000
163.5,7,1962,247500
97.5,5,1948,208000
183.9,7,1993,455000
197.0,7,1950,379400
70.6,6,1906,190000
120.8,7,1977,326188
107.8,7,1998,168000
217.4,8,2003,314000
251.8,9,2000,630000
133.8,7,1957,550000
183.9,8,1981,530000
156.1,7,1966,637500
129.1,8,1999,400000
288.0,8,1950,700000
156.1,7,1991,272000
251.8,8,2004,600000
78.0,7,1943,450600
194.2,10,1988,550000
104.1,6,1987,225000
112.4,6,1969,132825
112.4,6,1969,219950
180.2,7,1945,580000
179.3,7,1980,568000
118.0,7,1990,406000
156.1,7,1929,469000
194.2,8,2000,415000
92.9,7,1956,390000
125.4,8,1967,251000
304.7,9,2001,750000
222.0,9,1988,845000
172.8,7,1966,350000
128.2,7,1944,322000
285.2,8,2010,664500
203.5,8,1923,988000
184.9,7,1952,625000
86.4,6,1951,675000
192.3,7,1967,503000
201.6,8,1960,431000
177.4,7,1964,250000
195.1,8,2006,268500
330.7,9,1952,1070000
212.7,7,2001,295000
197.9,8,1977,780000
200.7,8,1999,354000
79.9,6,1949,305000
267.6,8,2005,733000
195.1,8,1968,640000
219.3,8,1973,840000
341.9,10,1927,1475000
144.9,8,1952,525000
156.1,7,1966,625000
128.2,8,2015,350000
242.5,8,1910,650000
80.8,7,1950,435000
112.4,8,1955,660000
106.8,6,1970,350000
288.9,8,1967,435000
236.9,8,1958,375900
225.8,8,1983,272000
135.6,7,1979,233000
123.6,7,1915,500000
189.5,8,1977,540000
220.6,9,2002,712000
230.4,7,2005,425000
146.8,7,1944,242000
254.6,7,1977,515000
178.4,7,1970,415000
204.4,8,1977,375000
84.5,7,1971,182500
172.8,7,1963,310000
140.3,7,1947,360000
364.2,9,2004,889000
123.6,7,1952,450500
182.5,9,2013,342000
141.2,8,1996,413000
345.6,10,2005,960000
71.5,7,1947,180000
298.2,10,1995,770000
99.4,7,1994,224400
132.9,7,1956,280000
155.1,8,2000,500000
66.0,6,1943,153000
178.4,7,1921,385000
69.7,7,1947,325000
205.3,7,2004,315000
154.2,7,1994,294999
177.4,8,1963,175000
177.4,8,1963,299000
72.5,6,1937,146000
153.3,7,1962,290000
300.1,10,2005,1776000
75.3,6,1919,367500
255.5,8,1994,535000
153.3,7,1998,334999
182.1,7,1952,655000
259.2,8,1985,1298000
207.2,7,1977,480000
118.9,7,1941,465000
115.2,7,1967,297950
172.8,7,1915,590000
223.9,8,1950,805000
182.1,7,1984,204250
158.9,8,1994,500000
323.3,9,1977,490000
323.3,9,1951,2500000
275.0,9,1990,750000
248.1,9,2002,405000
65.0,5,1953,209995
262.9,9,1998,680000
104.1,6,1948,355000
121.7,6,1942,280000
158.9,7,1978,385000
204.4,8,1962,505000
307.5,9,1991,429900
211.8,9,1989,560000
152.4,7,1977,231000
69.7,6,1943,135000
327.0,8,1954,800000
252.7,8,2002,420000
154.2,7,1963,360000
237.8,9,1992,642000
100.3,7,1985,379950
190.5,9,1959,745000
248.1,9,1930,630000
160.7,7,1985,250000
92.0,7,1968,275000
330.7,7,1957,435000
65.0,5,1941,175000
174.7,7,1944,560000
173.7,7,1959,325000
232.3,9,1905,1185000
238.8,9,1989,399950
273.1,9,1991,752000
365.1,10,2003,1200000
199.7,7,1952,400000
123.6,7,1900,240000
299.1,8,2003,640000
251.8,9,1998,564450
151.4,6,1948,300000
156.1,8,2003,286000
179.3,7,2004,531800
198.8,7,1977,502000
378.1,10,1968,993500
125.4,7,1954,450000
396.7,9,2008,997950
122.6,7,1913,526000
195.1,7,1952,335000
66.0,6,1926,187250
218.3,7,1948,735000
109.6,7,1951,425000
116.1,6,1945,110000
138.4,7,1994,305000
92.9,6,1962,212000
376.3,10,1979,1380000
213.7,8,1963,298950
123.6,7,1977,525000
297.3,9,2004,707000
240.6,10,1993,695000
240.6,10,1993,796500
188.6,7,1973,420000
250.8,8,1955,625000
155.1,8,1957,620000
287.1,9,1953,1450000
246.2,9,1984,549950
133.8,5,1943,275000
262.0,9,1979,705000
157.0,7,1976,197000
131.9,8,1991,265000
166.3,7,1951,297000
122.6,7,1970,207500
140.2,8,2014,410000
149.6,7,1994,268000
144.0,6,1967,330000
107.8,6,1917,417500
232.3,8,1979,760000
143.1,8,1995,499000
177.4,8,1987,620000
217.4,7,1992,315000
191.4,8,1994,624950
182.1,7,1961,525000
106.8,7,1982,300000
216.5,8,1977,299900
205.3,7,1966,299000
302.9,10,1968,1880000
176.5,6,1958,265000
149.6,6,1948,280000
124.5,6,1978,124740
294.5,9,1957,1085000
412.5,10,1959,1970000
127.3,6,1948,219000
