wohnflaeche_qm,preis_usd
266.6,760369
139.4,170000
197.0,625000
147.7,357000
170.0,583000
112.4,173250
147.7,414050
97.5,400000
144.0,537000
192.3,465000
161.7,425000
157.9,445000
111.5,179950
158.9,275000
170.9,190000
176.5,385000
213.7,303000
90.1,165000
118.0,600000
290.8,710000
393.0,875000
137.5,269950
307.5,838000
147.7,670500
157.0,420000
157.0,370000
139.4,360000
215.5,562500
306.6,360500
134.2,389999
175.6,450000
163.5,247500
97.5,208000
183.9,455000
197.0,379400
70.6,190000
120.8,326188
107.8,168000
217.4,314000
251.8,630000
133.8,550000
183.9,530000
156.1,637500
129.1,400000
288.0,700000
156.1,272000
251.8,600000
78.0,450600
194.2,550000
104.1,225000
112.4,132825
112.4,219950
180.2,580000
179.3,568000
118.0,406000
156.1,469000
194.2,415000
92.9,390000
125.4,251000
304.7,750000
222.0,845000
172.8,350000
128.2,322000
285.2,664500
203.5,988000
184.9,625000
86.4,675000
192.3,503000
201.6,431000
177.4,250000
195.1,268500
330.7,1070000
212.7,295000
197.9,780000
200.7,354000
79.9,305000
267.6,733000
195.1,640000
219.3,840000
341.9,1475000
144.9,525000
156.1,625000
128.2,350000
242.5,650000
80.8,435000
112.4,660000
106.8,350000
288.9,435000
236.9,375900
225.8,272000
135.6,233000
123.6,500000
189.5,540000
220.6,712000
230.4,425000
146.8,242000
254.6,515000
178.4,415000
204.4,375000
84.5,182500
172.8,310000
140.3,360000
364.2,889000
123.6,450500
182.5,342000
141.2,413000
345.6,960000
71.5,180000
298.2,770000
99.4,224400
132.9,280000
155.1,500000
66.0,153000
178.4,385000
69.7,325000
205.3,315000
154.2,294999
177.4,175000
177.4,299000
72.5,146000
153.3,290000
300.1,1776000
75.3,367500
255.5,535000
153.3,334999
182.1,655000
259.2,1298000
207.2,480000
118.9,465000
115.2,297950
172.8,590000
223.9,805000
182.1,204250
158.9,500000
323.3,490000
323.3,2500000
275.0,750000
248.1,405000
65.0,209995
262.9,680000
104.1,355000
121.7,280000
158.9,385000
204.4,505000
307.5,429900
211.8,560000
152.4,231000
69.7,135000
327.0,800000
252.7,420000
154.2,360000
237.8,642000
100.3,379950
190.5,745000
248.1,630000
160.7,250000
92.0,275000
330.7,435000
65.0,175000
174.7,560000
173.7,325000
232.3,1185000
238.8,399950
273.1,752000
365.1,1200000
199.7,400000
123.6,240000
299.1,640000
251.8,564450
151.4,300000
156.1,286000
179.3,531800
198.8,502000
378.1,993500
125.4,450000
396.7,997950
122.6,526000
195.1,335000
66.0,187250
218.3,735000
109.6,425000
116.1,110000
138.4,305000
92.9,212000
376.3,1380000
213.7,298950
123.6,525000
297.3,707000
240.6,695000
240.6,796500
188.6,420000
250.8,625000
155.1,620000
287.1,1450000
246.2,549950
133.8,275000
262.0,705000
157.0,197000
131.9,265000
166.3,297000
122.6,207500
140.2,410000
149.6,268000
144.0,330000
107.8,417500
232.3,760000
143.1,499000
177.4,620000
217.4,315000
191.4,624950
182.1,525000
106.8,300000
216.5,299900
205.3,299000
302.9,1880000
176.5,265000
149.6,280000
124.5,124740
294.5,1085000
412.5,1970000
127.3,219000
131.9,569950
95.7,212500
169.1,680000
246.2,1457000
84.5,300000
156.1,629950
144.0,349900
258.3,690000
378.1,1454000
301.0,1288000
339.1,696000
202.5,650000
230.4,640000
295.4,499950
337.2,490000
293.6,685000
127.3,387500
99.4,401750
202.5,254950
224.8,500000
305.7,856500
132.9,552000
175.6,506500
163.5,500000
207.2,280000
151.4,308000
218.3,613500
144.0,255000
329.8,545000
252.7,620000
161.7,450000
170.9,279000
186.7,625000
155.1,274950
169.1,423000
66.9,350000
220.2,305000
197.0,368000
119.8,232000
167.2,250000
114.3,220000
128.2,435000
68.7,350000
159.8,206325
159.8,339000
195.1,399000
112.4,529000
205.3,640000
229.5,735000
256.4,378000
236.0,775000
478.5,2250000
317.7,1350000
210.9,380000
210.9,624900
136.6,379770
118.9,340000
262.9,515500
183.0,600000
129.1,400000
94.8,364000
209.0,440000
74.3,285000
144.9,669000
195.1,475000
92.0,747000
98.5,317000
118.0,390000
254.6,1070000
229.5,1205000
183.0,580000
192.3,518000
93.8,147500
206.2,555000
101.3,427500
400.4,1735000
138.4,265950
65.0,247500
134.7,244000
197.0,578550
155.1,451000
168.2,489000
66.0,190000
236.0,475000
131.9,485000
226.7,530000
238.8,379000
287.1,1629000
190.5,739000
85.5,189950
215.5,637500
320.5,2225000
154.2,209950
105.0,460000
236.9,543500
224.8,376000
136.6,430000
188.6,515000
214.6,580000
313.1,600000
176.5,476800
180.2,815000
224.8,455600
93.8,270000
251.8,1200000
124.5,525000
121.7,242000
246.2,715000
175.6,475000
239.7,370000
325.2,788600
96.6,160000
179.3,800000
203.5,520000
142.1,725000
137.5,335000
336.3,919000
313.1,425000
195.1,420000
313.1,905000
208.1,435000
153.3,438000
244.3,725000
216.5,840000
183.0,425500
262.0,853505
54.8,398000
191.4,418500
175.6,826000
261.1,742000
136.6,180000
203.5,286000
133.8,421200
230.4,390000
258.3,739000
202.5,499900
310.3,670000
237.8,842500
148.6,492500
207.2,836500
83.6,334000
93.8,179900
146.8,563000
175.6,310000
200.7,335000
200.7,499950
131.0,658500
132.9,297000
221.1,725000
204.9,780000
95.7,252500
99.4,330000
215.5,525000
118.0,365000
238.8,500000
85.5,179950
166.3,440000
44.6,145000
230.7,331000
198.8,780000
176.5,855000
153.3,225000
140.3,199000
270.3,550000
460.8,1425000
251.8,805000
168.2,261000
87.3,347000
148.6,390000
245.3,436000
361.4,1802750
151.4,557000
77.1,135000
167.2,425000
191.4,648752
375.3,1388000
177.4,630100
260.1,739000
122.6,269000
113.3,250000
288.0,475000
51.1,290000
100.3,219000
81.8,416000
66.9,179000
188.6,302000
189.5,565000
145.9,281700
139.4,480000
295.4,775000
117.1,375000
129.1,345000
264.8,300000
192.3,364950
246.2,410000
113.3,231000
151.4,445000
165.8,530000
117.1,353500
128.2,209950
216.5,650000
78.0,325000
160.7,257000
207.2,337000
166.3,541000
211.8,577500
225.8,560000
346.5,979700
207.2,750000
71.5,407500
168.5,530000
178.4,235000
172.8,715000
255.5,795000
179.3,465000
181.2,287600
229.5,630000
151.4,445000
196.0,490000
138.4,565000
161.7,330000
176.5,463000
419.0,1870000
101.3,219500
159.8,622200
130.1,474800
194.2,465000
146.8,389950
243.4,650000
139.4,395000
188.6,304500
94.8,307000
143.1,485000
363.3,1562000
364.2,650500
295.4,960000
216.5,710000
241.5,540000
181.2,601000
301.9,463828
105.0,293000
243.4,597500
104.1,240000
167.2,284000
202.5,440000
182.1,340000
182.1,363000
106.8,270000
260.1,365000
121.7,428000
217.4,600000
132.9,405000
217.4,339900
119.8,275000
70.6,361600
258.3,325000
194.2,1050000
284.3,959750
103.1,210000
166.3,258000
170.0,468000
264.8,710000
131.9,268000
73.4,115000
213.7,500000
226.7,431000
121.7,241500
128.2,300000
259.2,982000
126.3,248500
233.2,665000
423.6,1215000
72.5,380000
131.0,220000
235.0,631500
118.0,386100
295.4,1050000
134.7,650000
189.5,545000
246.2,870000
115.2,380000
76.2,265000
175.6,645500
118.0,570000
311.2,1200000
144.0,605000
85.5,199500
88.3,445000
189.5,495000
173.7,594000
159.8,465000
94.8,160000
249.9,340000
287.1,870000
99.4,249000
190.5,500000
154.2,220000
261.1,368500
228.5,439950
114.3,179900
219.3,490000
160.7,425000
257.3,533300
164.4,447500
281.5,768000
221.1,285000
165.4,336900
143.1,415000
146.8,500000
297.3,337000
206.2,419950
208.1,290000
152.4,349950
108.7,330000
293.6,965000
195.1,515000
241.5,665000
151.4,265000
264.8,545400
237.8,350000
91.0,260000
509.1,2510000
200.7,355000
281.5,879000
330.7,833000
70.6,261590
210.0,512500
144.9,600000
210.9,417500
323.3,970000
176.5,316000
218.3,397500
222.0,1350000
346.5,840000
165.4,270000
151.4,312900
105.0,325000
198.8,680000
299.1,763000
74.3,375000
167.2,475000
75.2,219000
169.1,415000
53.9,90000
53.9,220000
269.4,616000
105.9,269500
98.5,395350
215.5,770000
320.5,840000
163.5,428950
313.1,800000
180.2,401000
234.1,303697
126.3,355000
74.3,350000
279.6,754999
217.4,982218
165.4,406500
390.2,1650000
159.8,565000
77.1,160000
101.3,220000
468.2,1284000
325.2,970000
100.3,115000
100.3,124000
100.3,157000
80.8,183000
262.9,527000
174.7,407193
334.5,970000
217.4,535000
189.5,245000
121.7,337000
136.6,630000
127.3,320000
100.3,228500
184.9,293000
121.7,447000
152.4,226500
164.4,436000
190.5,451000
108.7,315000
124.5,450000
208.1,635000
81.8,292500
201.6,329900
117.1,531000
174.7,725000
150.5,355300
149.6,280000
309.4,1095000
127.3,605004
64.1,260000
294.5,748000
184.9,776000
100.3,425000
173.7,230000
155.1,418000
260.1,440000
321.4,858450
179.3,390000
220.2,957000
109.6,507000
122.6,575000
125.4,700000
99.2,239950
146.8,253000
157.0,540000
475.7,1550000
367.9,805000
224.8,920000
177.4,496600
133.8,246000
215.5,350000
155.1,585000
129.1,450000
243.4,746000
282.4,598555
277.8,820000
161.7,266500
219.3,370000
208.1,625000
149.6,243500
65.0,340000
253.6,559950
165.4,315000
285.2,753000
191.4,800000
126.3,550000
132.9,465000
170.9,465000
185.8,710000
169.1,505000
216.5,690000
99.4,217500
86.4,500000
96.6,325000
182.1,500000
275.9,721500
204.4,924000
354.0,2005000
77.1,345000
364.2,825000
266.6,560000
237.8,599000
125.4,211000
115.2,425000
298.2,750000
157.0,479000
236.9,612500
301.0,605000
330.7,1364000
200.7,389900
284.3,710000
157.0,295000
141.2,275250
189.5,250000
219.3,709000
126.3,399500
185.8,225000
153.3,500000
232.3,364900
105.9,356000
198.8,616750
266.6,755000
77.1,327500
182.1,605000
105.0,179950
337.2,633000
163.9,349950
257.3,1080000
246.2,425000
232.3,990000
251.8,410000
231.3,590000
139.4,242000
107.8,775000
174.7,680000
124.5,217000
182.1,395000
188.6,572500
204.4,559900
236.0,845000
141.2,241000
219.3,1325000
124.5,475000
130.1,575000
281.5,455000
297.3,839000
146.8,475000
197.0,600000
152.4,515000
175.6,425000
158.9,565000
105.9,498000
252.7,739000
153.3,355000
166.3,263000
156.1,375000
204.4,322000
77.1,325000
71.5,290000
304.7,809950
193.2,969500
259.2,665000
385.5,635000
165.4,272450
135.6,427000
131.0,261500
201.6,488800
64.1,340000
278.7,398950
80.8,217000
294.5,799000
143.1,160000
118.0,447000
203.5,765000
409.7,1320000
259.2,445000
140.3,310000
167.2,380000
223.9,325000
209.0,345000
88.3,300000
265.7,530000
265.7,583500
144.9,410000
180.2,535000
332.6,2050000
189.5,345000
157.9,539000
343.7,590000
97.5,187000
157.0,270000
104.1,546000
138.4,520000
206.2,515000
200.7,990000
80.8,382000
176.5,1210000
313.1,900000
313.1,675000
81.8,460000
87.3,234000
124.5,399000
133.8,253500
162.6,475000
370.7,740000
265.7,799000
180.2,390000
130.1,421000
164.4,296500
158.9,895000
261.1,386000
146.8,424000
146.8,749000
133.8,523000
224.8,389000
179.3,270000
110.6,275000
208.1,287500
236.9,345000
85.5,427000
141.2,508450
135.6,705000
176.5,550000
132.9,380000
232.3,539900
66.9,330000
105.9,455000
327.9,510000
113.3,315000
122.6,206000
201.6,592500
187.7,744000
184.9,334500
247.1,886000
219.3,600000
254.6,850000
126.3,550000
114.3,184900
117.1,245000
96.6,370000
250.8,480000
167.2,579000
147.7,339275
126.3,425000
127.3,170000
308.4,950000
276.9,623000
125.4,477000
107.8,330000
137.5,600000
152.4,570000
249.0,515000
226.7,805000
271.3,555000
165.4,245000
201.6,638150
515.6,1650000
191.4,269950
97.5,195000
73.4,159100
93.8,550000
96.6,299000
290.8,1375000
83.6,249500
136.6,700000
100.3,275000
226.7,565000
234.1,425000
163.5,620047
169.1,480000
169.1,515000
282.4,420000
324.2,610000
226.7,849000
211.8,718000
183.9,295000
219.3,871000
361.4,430000
213.7,440000
84.5,405000
105.9,340000
222.0,675000
106.8,480000
216.5,362500
224.8,752888
89.2,255000
93.8,283700
220.2,335000
267.6,285000
223.0,278000
341.0,731000
105.9,335000
131.0,334200
142.1,642000
159.8,540000
150.5,299000
145.9,560000
184.9,852000
86.4,306000
144.0,440000
153.3,517000
74.3,379000
86.4,360000
236.9,645000
66.9,217000
57.6,255000
219.3,625000
163.5,680000
195.1,440000
230.4,615000
96.6,239000
153.8,462500
194.2,619400
234.1,975000
65.0,330000
374.4,985000
70.6,430000
603.9,2458000
170.9,778000
101.3,219000
276.9,1595000
176.5,715000
259.2,950000
118.9,425000
140.3,239000
85.5,310000
65.0,400000
183.9,428000
133.8,600000
254.6,415000
130.1,401000
210.9,292000
121.7,291750
156.1,227000
210.0,675000
125.4,397500
169.1,206000
314.0,1190000
198.8,360000
225.8,427500
87.3,115000
192.3,559000
140.3,420000
236.9,550000
65.0,282150
106.8,260000
217.4,428000
140.3,319950
192.3,1350000
106.8,552000
203.5,637000
183.9,213000
89.2,215000
202.5,590000
237.8,390000
210.9,287000
329.8,580000
123.6,424000
196.0,610000
322.4,1320000
144.0,623500
53.0,260000
188.6,906000
139.4,330000
85.5,275000
136.6,290000
106.8,599950
388.3,550000
157.0,289000
199.7,411000
216.5,826000
249.0,400000
161.7,342000
122.6,475000
292.6,1205000
230.4,455000
309.4,850000
93.8,185000
457.1,850000
145.9,239900
332.6,765000
206.2,437000
93.8,240000
133.8,395000
114.3,320000
158.9,525000
222.0,260000
263.8,450000
213.7,560000
210.9,310000
212.7,440000
123.6,458450
111.5,200000
200.7,430000
104.1,360000
194.2,311000
136.6,615000
210.9,575000
380.9,2027000
133.8,430000
111.5,400000
159.8,340000
86.4,351000
223.0,440000
182.1,298000
175.6,300000
147.7,310000
240.6,500000
79.9,399900
118.0,343000
105.0,415000
172.8,410000
167.4,320000
416.2,1990000
121.7,253000
215.5,630000
105.0,216000
202.5,540000
170.0,212000
217.4,300000
262.9,969950
149.6,715000
223.9,1321620
247.1,1444000
95.7,305000
129.1,458000
146.8,275000
216.5,550000
143.1,742000
145.9,700000
273.1,640000
115.2,352000
131.0,301500
203.5,630000
282.4,340000
172.8,477500
157.0,285000
176.5,255000
148.6,315000
235.0,830000
172.8,539950
222.0,980000
288.0,735000
246.2,536000
141.2,575000
140.3,500000
182.1,285500
210.9,498000
84.5,412000
195.1,607000
92.9,199000
256.4,492500
263.8,585000
172.8,326995
178.4,372500
78.0,528000
222.0,400000
195.1,344000
225.8,409950
174.7,625000
125.4,304950
200.7,381500
132.9,215000
263.8,345000
233.2,363000
157.0,240000
179.3,548050
66.9,314000
277.8,800000
213.7,400000
42.7,247000
115.2,540000
176.5,410000
197.0,525000
226.7,820000
306.6,1250000
109.6,244000
48.3,275000
192.3,577000
209.0,446950
190.5,457000
121.7,320000
116.1,210000
197.9,220000
209.0,589000
174.7,435000
141.2,375000
372.5,1735000
154.2,545000
315.9,970000
215.5,705000
347.5,915557
168.2,259000
294.5,1695000
156.1,427000
86.4,390000
222.0,363000
249.0,612000
166.3,380000
156.1,230000
145.9,580000
207.2,770000
117.1,207200
166.3,525000
226.7,925000
223.9,883000
165.4,455000
176.5,343500
89.2,244000
152.4,397000
79.0,180500
199.7,310000
258.3,315000
95.7,718000
179.3,279950
193.2,689000
327.0,828000
82.7,150000
152.4,505400
451.5,1680000
96.6,217450
262.0,677000
122.6,361000
240.6,620000
143.1,176000
89.2,330000
110.6,290000
257.3,711000
98.5,295000
372.5,1096500
105.9,257500
177.4,240000
217.4,645000
108.7,499000
119.8,321000
168.2,449000
169.1,515000
206.2,456000
355.8,865000
271.3,515500
244.3,576925
122.6,243000
130.1,253400
148.6,292000
138.4,271500
201.6,765000
118.9,375000
150.5,382880
244.3,852500
115.2,475000
120.8,462000
225.8,762400
175.6,330000
175.6,473000
226.7,550000
165.4,449500
262.9,744000
231.3,700000
144.9,511100
183.9,317950
192.3,542950
138.4,490000
287.1,760000
146.8,475000
482.2,1702500
250.1,435000
161.7,399000
180.2,627000
199.7,346500
122.6,412000
312.2,845000
171.9,373000
267.6,725000
224.8,376000
187.7,552500
211.8,365000
279.6,700000
236.9,315000
143.1,262500
211.8,660000
227.6,340000
274.1,660500
64.1,280000
74.3,267000
136.6,230000
170.9,417000
108.7,252000
217.8,791000
114.3,415000
106.8,339000
105.9,158000
154.2,535000
100.3,818900
159.8,550000
54.8,240000
119.8,590000
137.5,369300
241.5,510000
189.5,542500
90.1,262500
243.4,900000
423.6,1100000
162.6,368000
336.3,825000
154.2,343500
126.3,273500
189.9,1000000
220.2,770000
108.7,400000
154.2,225000
187.7,345000
235.0,450000
80.8,334850
341.0,605000
295.4,760000
173.7,390000
180.2,488000
392.1,3300000
447.8,1063000
223.0,608000
272.2,1385000
74.3,299950
204.4,818000
223.0,355000
517.5,1855000
183.9,660000
327.9,2367000
318.7,1211000
159.8,255950
179.3,475000
198.8,362950
103.1,452000
183.0,315000
151.4,330950
234.1,535000
210.9,479000
112.6,340000
175.6,312000
127.3,305000
164.4,270000
158.9,529999
110.6,587100
157.0,459800
156.1,451000
403.2,2475000
189.5,525000
103.1,250000
189.5,475000
178.4,235000
123.6,230000
151.4,581000
141.2,415000
141.2,522500
124.5,383000
232.3,315000
135.6,591000
291.7,750000
199.7,430000
291.7,712000
214.6,510000
66.0,480000
135.6,538000
67.8,464000
133.8,476000
105.0,349500
168.2,270000
251.8,740000
254.6,395000
157.0,498000
136.6,339900
262.9,539000
131.0,400000
201.6,225000
124.5,330000
230.4,1387800
184.9,490000
208.1,260000
277.8,469900
197.0,493000
271.3,740000
157.9,148900
150.5,475000
70.6,415000
114.3,229500
460.8,1355000
188.6,385000
170.0,230000
90.1,425000
92.9,189900
69.7,238000
243.4,968060
206.2,921000
278.7,380000
98.5,285000
183.9,449000
148.6,625000
185.8,318989
121.7,445000
104.1,750000
308.4,959000
220.2,330000
77.1,425000
87.3,280000
209.0,476500
187.7,556000
486.8,1862000
379.3,637000
134.7,405000
108.7,397000
330.3,895990
149.6,259000
89.2,420000
156.1,518000
128.2,425000
96.6,182500
128.2,549900
171.9,445000
161.7,452000
178.4,715000
186.7,559000
745.1,3300000
172.8,250000
407.8,1230000
221.1,276500
267.6,440000
262.0,543200
69.7,250000
162.6,625000
143.1,530100
105.9,549900
144.9,430000
275.0,835000
198.8,409500
148.6,329000
193.2,940000
144.9,539950
267.6,579950
233.2,881000
89.2,362500
104.1,243950
307.5,658000
100.3,218250
265.7,655000
138.4,255000
112.4,215000
208.1,1265000
425.0,2920000
148.6,424305
194.2,494000
210.0,560000
111.5,130000
230.4,468000
208.1,480000
144.0,475000
197.9,285000
266.6,765000
107.8,208000
225.8,372000
83.6,470000
262.9,451000
150.5,442200
233.2,330000
166.3,335000
152.4,280000
208.1,625000
173.7,345000
139.4,255950
138.4,570000
207.2,685000
158.9,273148
150.5,246500
209.0,349950
157.9,545000
139.5,403000
176.5,299950
308.4,792000
183.9,418000
155.1,332500
207.6,337000
99.4,212000
167.2,542000
276.9,622500
155.1,260000
243.4,525000
508.2,975000
286.1,1140000
87.3,500000
173.7,554000
192.3,343000
88.3,515000
119.8,492000
238.8,655000
148.6,290000
236.9,952500
93.8,235000
159.8,323000
204.4,1050000
35.7,265000
130.1,200000
170.0,419995
288.9,1500000
148.6,455000
334.5,660000
129.1,319000
194.4,390000
111.5,718500
101.3,474000
198.8,615750
186.7,551000
139.4,230000
325.2,790000
247.1,1230000
133.8,325000
258.3,705000
146.8,259000
116.1,306000
90.1,315000
102.2,392500
301.0,1065000
119.8,350500
354.0,825000
139.4,235000
247.1,650000
223.0,675000
172.8,265000
134.7,822500
210.0,705000
514.7,2630000
120.8,685000
149.6,630000
354.9,1250000
169.1,359000
540.7,784500
229.5,850000
282.4,410000
104.1,252000
174.7,618000
99.4,265000
144.9,465000
80.8,240000
92.9,217000
234.1,415000
157.9,274000
199.7,420000
147.7,1062500
433.9,1415000
167.2,618500
155.1,295000
93.8,400000
236.9,595000
343.7,1728000
125.4,261000
154.2,780000
129.1,589000
159.8,230000
276.9,690000
203.5,524000
114.3,380000
92.9,357500
232.3,330000
208.1,635000
262.0,934000
130.1,358500
136.6,401000
169.1,270000
191.4,705000
155.1,325000
143.1,384950
112.4,310000
318.7,829950
236.9,353000
98.5,170500
341.0,885250
410.6,2700000
144.0,245000
110.6,469000
120.8,455000
225.8,305000
398.6,840000
325.2,905000
156.1,219200
116.1,455000
94.8,195000
140.3,799000
84.5,285000
122.6,300000
83.6,83000
82.7,220000
115.2,174500
275.0,695000
94.8,255000
240.6,539000
102.2,552700
120.8,571500
111.5,263700
716.3,3300000
129.1,186950
132.9,520000
116.1,358000
78.0,210000
466.4,3650000
191.4,543000
185.8,330000
142.1,529000
65.0,295000
88.3,365000
128.2,473000
170.0,403500
166.3,544000
124.5,621000
141.2,672600
127.3,689800
136.6,613000
232.3,808000
98.5,301000
112.4,340000
85.5,206000
124.5,550000
89.2,325000
151.4,475000
170.9,432100
286.6,359000
85.5,490000
210.0,648360
160.7,340000
149.6,545000
51.1,115000
223.0,705640
182.1,300000
296.4,1650000
293.6,1137500
144.0,280000
179.3,245000
108.7,564000
234.1,849000
113.3,698000
89.2,319000
381.8,1450000
307.5,695000
206.2,680000
209.0,287500
140.3,465000
125.4,335000
224.8,602000
274.1,482000
117.1,220000
157.9,206000
308.4,1100000
136.6,491150
232.3,390000
245.4,393000
210.0,635000
107.8,490000
341.9,770000
150.0,665000
116.1,287000
114.3,410000
233.2,562000
143.1,475000
172.8,387500
250.8,580000
305.7,930000
250.8,625000
145.9,325000
181.2,235000
128.2,450000
223.9,745000
111.5,223000
164.4,630000
143.1,413450
265.7,720000
161.7,339000
262.9,1115500
397.6,839000
361.4,2950000
217.4,568000
131.0,269000
125.4,382000
102.2,574000
192.3,405000
219.3,572000
256.4,675000
113.3,165000
113.3,260000
113.3,196000
280.6,515000
322.4,810000
221.1,365650
210.0,651000
66.9,240000
160.7,299000
247.1,768000
95.7,397380
268.5,476000
82.7,315000
131.0,240000
75.3,325000
127.3,160000
210.0,435000
132.9,427500
233.2,450000
163.5,688000
132.9,285000
140.3,530000
122.6,195000
109.6,250200
144.9,1100000
229.5,732500
203.5,194250
149.6,526000
250.8,520000
142.1,526000
680.1,1135250
85.5,202000
277.8,645500
66.9,570000
162.6,325000
223.9,725000
115.2,192000
93.8,560000
257.3,283450
260.1,863000
130.1,815000
94.8,245000
265.7,1315000
396.7,1156000
210.9,480000
237.8,600000
83.6,329950
186.7,299500
157.0,460000
214.6,515000
141.2,405000
113.3,483000
201.6,377000
259.2,568000
163.5,355000
195.1,640000
132.9,270000
227.6,559950
169.1,515000
171.9,352000
173.7,595888
239.7,588000
341.9,1050000
162.6,260000
361.4,1600000
92.9,380000
205.3,802000
264.8,1325000
228.5,710000
244.3,600000
162.6,707900
102.2,179950
243.4,683000
111.5,222400
178.4,517000
157.0,410000
156.1,480000
319.6,430000
203.5,439950
303.8,797500
118.9,379000
121.7,575000
154.2,247500
250.8,385000
180.2,423000
141.2,550000
150.5,415000
194.2,693000
99.4,543000
185.8,465000
94.8,280000
223.0,1388000
230.4,665000
121.7,237950
224.8,440000
175.6,618000
172.8,572000
232.3,725000
183.0,454000
154.2,535000
171.9,249000
183.0,395000
175.6,690000
121.7,526500
173.7,325000
141.2,495000
285.2,825000
130.1,383000
182.1,320000
249.0,475000
188.6,275000
215.5,1150000
163.5,455000
173.7,262000
118.9,390000
160.7,300000
191.4,746300
95.7,267000
159.8,525000
112.4,570000
243.4,360000
172.8,1052000
233.2,699950
189.5,375000
223.9,625000
72.5,464050
205.3,470000
147.7,330000
207.2,537000
144.9,250000
274.1,835000
137.5,770000
264.8,650000
222.0,335000
161.7,350000
191.4,415000
249.0,788000
292.6,640000
226.7,388000
207.2,360000
207.2,692500
148.6,425000
148.6,645000
146.8,340000
263.8,713000
236.9,430000
157.9,280000
136.6,215000
156.1,306000
103.1,299900
197.0,534000
221.1,1160000
248.1,1165000
82.7,199990
291.7,946000
117.1,295000
85.5,475000
277.8,750000
289.9,1225000
93.8,183500
93.8,450000
94.8,180000
328.9,707000
83.6,230000
102.2,192500
184.9,309000
183.9,759000
375.3,1115000
116.1,462000
169.1,229000
105.9,399950
160.7,325000
108.7,512000
270.3,410000
90.1,210000
197.9,325000
234.1,685000
126.3,488000
150.5,247500
197.0,489000
250.8,725000
127.3,199950
234.1,670000
143.1,275000
242.5,1000000
138.4,255000
256.4,465000
117.1,259000
244.3,695000
167.2,505000
105.0,631500
109.6,630500
260.1,999000
170.0,740000
206.2,650000
173.7,554000
239.7,400000
154.2,529941
123.6,310000
123.6,389000
244.3,731781
102.2,502501
168.2,443000
191.4,607000
432.9,2147500
220.2,585000
225.8,1027000
174.7,315000
106.8,180000
125.4,322500
202.5,568500
313.1,813000
339.1,1085000
195.1,424000
62.2,235000
224.8,740000
70.6,415000
204.4,432000
409.7,1268890
120.8,676500
66.9,419000
202.5,650000
105.0,239000
207.2,900000
195.1,330000
191.4,510000
284.3,465000
261.1,1700000
236.9,490000
398.6,2680000
282.4,1000000
235.0,469950
120.8,536000
166.3,244950
142.1,575000
221.1,361000
223.0,650000
95.7,230005
301.9,293000
183.0,445000
180.2,280000
171.9,520000
362.3,780000
293.6,625000
133.8,239950
189.5,335000
197.0,612000
77.1,200000
291.7,345000
223.9,520000
203.5,855000
203.5,567500
112.4,208000
174.7,452000
223.9,555000
243.4,519000
171.9,474950
163.5,419000
79.9,390000
243.4,539000
223.0,569000
171.9,611000
375.3,760000
180.2,732000
324.2,1675000
294.5,919950
235.0,400000
300.1,785000
197.0,835000
152.4,640500
197.9,310000
133.8,355000
180.2,685000
104.1,202500
223.0,540000
168.2,295000
118.0,518000
125.4,250000
144.0,330000
150.5,481000
246.2,898000
233.2,570000
189.5,475000
154.2,265000
183.9,380000
249.9,790000
270.3,620000
252.7,709050
118.9,296500
200.7,475000
163.5,440000
74.3,405000
86.4,269500
189.5,520000
109.6,229500
185.8,335000
307.5,680000
290.8,1389000
213.7,740000
198.8,270000
205.3,510000
90.1,300000
249.9,1298890
175.6,675000
291.7,925850
133.8,255500
270.3,450000
121.7,280000
198.8,245000
101.3,344950
123.6,381000
435.7,1945000
177.4,1500000
162.6,232603
163.5,220000
168.2,600000
126.3,239000
160.7,400000
437.6,2180000
93.8,350000
223.0,562000
143.1,380000
137.5,511200
234.1,680000
112.4,350000
248.1,410000
281.5,1050000
133.8,391265
301.9,1410000
162.6,575000
197.0,316000
97.5,165000
181.2,850000
94.8,210000
169.1,325000
222.0,682000
130.1,430000
143.1,325500
220.2,385000
62.2,435000
224.8,550000
92.9,400000
195.1,503000
260.1,676000
87.3,180000
152.4,234000
256.4,734200
340.0,920000
285.2,1920000
102.2,224000
290.8,1400000
122.6,185000
136.6,554600
137.5,268000
210.0,675000
205.3,620000
143.1,396450
177.4,565000
163.5,410000
208.1,1190000
196.0,716125
129.7,225000
282.4,640000
105.9,374000
165.4,415000
313.1,592500
137.9,365000
207.2,600000
262.0,465000
146.8,254999
189.5,279000
252.7,460000
138.4,507000
144.9,291000
77.1,350000
91.0,90000
183.9,329000
341.9,909000
79.9,187000
171.9,580000
150.5,345000
208.1,497000
93.8,345000
149.6,313500
252.7,910000
193.2,399950
179.3,268000
209.0,559000
183.9,309000
182.1,410000
122.6,259000
273.1,950000
135.6,320000
216.5,1150000
243.4,394250
65.0,315000
105.9,480000
255.5,556000
230.4,450000
105.0,420000
257.3,890000
158.9,295000
199.7,410000
209.0,308900
275.0,1161000
213.7,665000
161.7,577000
262.9,959000
115.2,471000
202.5,560000
233.2,955000
615.9,1240000
213.7,579000
299.1,335000
210.9,485000
170.9,552000
354.9,950000
154.2,203700
312.2,412000
125.4,237500
275.9,866800
92.9,425000
110.6,200000
155.1,280000
111.5,140000
209.0,370000
96.6,550000
295.4,1411600
295.4,1505000
189.5,510000
